,0,1,2,3
0,0.0,0.11690324018332571,0.41657748898667124,0.7844246479328717
1,2.0,0.3182466969281827,0.8424991614901571,0.48579706376358334
2,5.0,0.21072346578987483,0.3138374079930448,0.0841405599364717
3,7.0,0.33620022580865483,0.6040571907200605,0.40552821700976815
4,8.0,0.9765334331783625,0.0871234113826571,0.5302781480362877
5,10.0,0.9587420043662981,0.1972711649569786,0.9773056326060773
6,12.0,0.5601658760923506,0.026419350623818602,0.881439646500706
7,13.0,0.009959625701214007,0.04156280456542356,0.4304147227297631
8,14.0,0.019296230207120357,0.2189947769783277,0.7866410776541072
9,17.0,0.9895434127698176,0.18854724154378363,0.7170815902732193
10,18.0,0.09837708228406909,0.6277848859250449,0.17997737659134763
